Company / 公司,Loan Type / 贷款类型,Product Name / 产品名称,Required Documents / 所需文件,Features / 产品特点,Benefits / 优势福利,Fees & Charges / 费用收费,Tenure / 期限,Interest Rate / 利率,Application Form URL / 申请表链接,Product Disclosure URL / 产品披露链接,Terms & Conditions URL / 条款条件链接,Preferred Customer / 目标客户,Source URL / 来源链接
HSBC Bank Malaysia Berhad,CREDIT_CARD,Credit card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/personal-financing/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Credit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,Credit cards-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,Debit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,Discover more credit card features,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/cash-advance/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Discover our credit card features,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Don't have an HSBC credit card yet?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/balance-transfer-instalment/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Explore all our credit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Find the right credit card for you,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Get your debit card today with only 1 online application,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/products/everyday-global/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Amanah MPower Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Amanah MPower Platinum Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Amanah Premier World Mastercard Credit Card-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Everyday Global VISA Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/products/everyday-global/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Live+ Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Platinum Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Premier Travel Mastercard Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/premier-travel/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Premier World Mastercard Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC TravelOne Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Visa Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/
HSBC Bank Malaysia Berhad,CREDIT_CARD,HSBC Visa Signature Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,How does a BCP credit card instalment plan work?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/balance-conversion/
HSBC Bank Malaysia Berhad,CREDIT_CARD,How does your HSBC Everyday Global VISA Debit Card work?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/products/everyday-global/
HSBC Bank Malaysia Berhad,CREDIT_CARD,How to get cash advance from HSBC credit card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/cash-advance/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Making the most of your credit card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,More about credit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/travelone/
HSBC Bank Malaysia Berhad,CREDIT_CARD,More on credit card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/visa-signature/
HSBC Bank Malaysia Berhad,CREDIT_CARD,More on credit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/premier-travel/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Our most popular credit cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,CREDIT_CARD,Replacing an HSBC Visa Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/
HSBC Bank Malaysia Berhad,CREDIT_CARD,See which of our credit cards are right for you.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/compare/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Using your HSBC Visa Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/
HSBC Bank Malaysia Berhad,CREDIT_CARD,Your iPhone is now your HSBC credit card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/apple-pay/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,Enjoy 4.28% per year interest by placing a 6-month Time/Term Deposit/-i (TD/-i),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/everyday-global/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,Foreign Currency Time Deposit Account,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/foreign-currency/time-deposit/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,HSBC Time Deposit,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/time-deposit/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,HSBC Time Deposit Account,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/time-deposit/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,How to place Time Deposit online in 3 simple steps,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/time-deposit/
HSBC Bank Malaysia Berhad,FIXED_DEPOSIT,List of minimum deposit amount for each foreign currency,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/accounts/products/foreign-currency/time-deposit/
HSBC Bank Malaysia Berhad,HOME_LOAN,Different types of HomeSmart loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/mortgages/products/homesmart/
HSBC Bank Malaysia Berhad,HOME_LOAN,Earn a cash reward of RM800[@mgm-mortgage] when you refer a friend or family member for a home loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/mortgages/
HSBC Bank Malaysia Berhad,HOME_LOAN,Mortgages,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,HOME_LOAN,Refinancing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/mortgages/
HSBC Bank Malaysia Berhad,OTHER,Card Instalment Plan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/balance-transfer-instalment/
HSBC Bank Malaysia Berhad,OTHER,Cardholders' responsibilities,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/
HSBC Bank Malaysia Berhad,OTHER,Cash Instalment Plan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,OTHER,Earn up to RM200 cashback,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,OTHER,Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
HSBC Bank Malaysia Berhad,OTHER,Financing Concepts 101,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/personal-financing/
HSBC Bank Malaysia Berhad,OTHER,Select a card to compare,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/compare/
HSBC Bank Malaysia Berhad,OTHER,Select cards to compare,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/compare/
HSBC Bank Malaysia Berhad,OVERDRAFT,An everyday card for everyday rewards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/debit-card/products/everyday-global/
HSBC Bank Malaysia Berhad,OVERDRAFT,Card Privileges & Rewards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/visa-signature/
HSBC Bank Malaysia Berhad,OVERDRAFT,Card features & services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/platinum/
HSBC Bank Malaysia Berhad,OVERDRAFT,Card features & services :,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/visa-signature/
HSBC Bank Malaysia Berhad,OVERDRAFT,Enjoy a competitive margin of financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/investments/products/wealth-portfolio-lending/
HSBC Bank Malaysia Berhad,OVERDRAFT,Introducing Apple Pay. Your iPhone is now your HSBC card.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/features/apple-pay/
HSBC Bank Malaysia Berhad,OVERDRAFT,More benefits with your new card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/premier-travel/
HSBC Bank Malaysia Berhad,OVERDRAFT,More card benefits,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards/products/travelone/
HSBC Bank Malaysia Berhad,PERSONAL_LOAN,Enjoy quick cash disbursement upon approval when you apply for HSBC Amanah Personal Financing-i. Apply now!,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/personal-financing/
HSBC Bank Malaysia Berhad,PERSONAL_LOAN,HSBC Amanah Personal Financing-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/personal-financing/
HSBC Bank Malaysia Berhad,PERSONAL_LOAN,Personal financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hsbc.com.my/credit-cards
Hong Leong Bank Berhad,CAR_LOAN,Auto Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,80%,,,,所有客户,https://www.hlb.com.my/en/personal-banking/loans.html?icp=hlb-en-all-menu-txt-loans
Hong Leong Bank Berhad,CAR_LOAN,Business Auto Loan,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/sme
Hong Leong Bank Berhad,CAR_LOAN,Electric Vehicle Financing,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,80%,,,,所有客户,https://www.hlb.com.my/en/personal-banking/loans.html?icp=hlb-en-all-menu-txt-loans
Hong Leong Bank Berhad,CREDIT_CARD,6/12 months EPP with HLB Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,25%,,,,所有客户,https://www.hlb.com.my/en/personal-banking/promotions/insurance-get-tng-ewallet-vouchers-now-promotion.html?icp=hlb-en-promo-carousel-img-is-tng-ewallet
Hong Leong Bank Berhad,CREDIT_CARD,Activate Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Activate Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Activate Debit Card/-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Compare and Apply for Credit Cards Online,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Credit Card Name,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards/credit-card-questionnaire.html?icp=hlb-en-all-menu-txt-applycc
Hong Leong Bank Berhad,CREDIT_CARD,Credit Card OTP via HLB Connect App,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Credit Card Replacement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Credit Card Rewards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/debit-cards.html?icp=hlb-en-all-menu-txt-debitcard
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card Renewal,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card Replacement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card Setting,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card Transaction Limit,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card/-i Renewal,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Card/-i Replacement,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Debit Cards – Hong Leong Bank,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/debit-cards.html?icp=hlb-en-all-menu-txt-debitcard
Hong Leong Bank Berhad,CREDIT_CARD,Debit/Credit Card Services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Essential Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Freeze/Unfreeze Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,GSC Gold & Platinum Credit Cards,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Get aCredit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,8%,,,,所有客户,https://www.hlb.com.my/en/personal-banking/home.html
Hong Leong Bank Berhad,CREDIT_CARD,Infinite Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Infinite Doctor’s Edition Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Infinite P Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,I’m Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Junior Debit Card (Re-loadable),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/debit-cards.html?icp=hlb-en-all-menu-txt-debitcard
Hong Leong Bank Berhad,CREDIT_CARD,Junior Debit Card Reload,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Junior Debit Card Services,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Link Account with Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Link HLB Visa Infinite Credit Cards to Smart Traveller – Live on 7th November 2025,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/about-us.html?icp=hlb-en-all-menu-txt-awards
Hong Leong Bank Berhad,CREDIT_CARD,Link Your Preferred Account with Debit Card/-i,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Looking for the perfect credit card?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Multi-Currency Debit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/debit-cards.html?icp=hlb-en-all-menu-txt-debitcard
Hong Leong Bank Berhad,CREDIT_CARD,Not having an extensive payment terminal does not mean you can‘t receive credit card payments from your customers.,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/digital-solutions.html?icp=hlb-en-all-menu-txt-digital-solutions
Hong Leong Bank Berhad,CREDIT_CARD,"Promosi | Kad Kredit, Kad Debit, Insurans, Pinjaman Peribadi, Deposit",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/ms/personal-banking/promotions.html
Hong Leong Bank Berhad,CREDIT_CARD,Secured Credit Card with Fixed Deposit,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Set Debit Card/-i Transaction Limit,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/hlb-connect.html?icp=hlb-en-all-menu-txt-connect
Hong Leong Bank Berhad,CREDIT_CARD,Sutera Platinum Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,ViewCredit Card Offers,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,8%,,,,所有客户,https://www.hlb.com.my/en/personal-banking/home.html
Hong Leong Bank Berhad,CREDIT_CARD,WISE Credit Card,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards.html?icp=hlb-en-all-menu-txt-cc
Hong Leong Bank Berhad,CREDIT_CARD,Would you like a Credit Card recommendation?,请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/credit-cards/credit-card-questionnaire.html?icp=hlb-en-all-menu-txt-applycc
Hong Leong Bank Berhad,CREDIT_CARD,"comes with a Visa Debit Card, simply ‘tap-and-go’ to make a payment.",请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/digital-solutions.html?icp=hlb-en-all-menu-txt-digital-solutions
Hong Leong Bank Berhad,FIXED_DEPOSIT,Agreement For Hire Of Safe Deposit Box – (Version 11/20),请访问银行官网,请访问银行官网,请访问银行官网,请联系银行,请联系银行,请联系银行,,,,所有客户,https://www.hlb.com.my/en/personal-banking/deposits/safe-deposit-box/safe-deposit-box.html?icp=hlb-en-all-menu-txt-sdb
